Symbol,Industry,Price,Previous Close,Volume average,Last trade time
KINETIK HOLDINGS INC. (XNAS:KNTK),Oil & Gas Related Equipment and Services,34.79,36.6,290449,7/10/2022 20:01
"KNOW LABS, INC. (XNYS:KNW)",Biotechnology & Medical Research,1.89,1.91,769551,7/10/2022 23:59
KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC. (XNYS:KNX),Freight & Logistics Services,48.28,49.06,1928663,7/10/2022 23:00
THE COCA-COLA COMPANY (XNYS:KO),Beverages,54.51,55.03,15368706,7/10/2022 23:59
KODIAK SCIENCES INC. (XNAS:KOD),Biotechnology & Medical Research,7.45,7.87,487625,7/10/2022 20:34
EASTMAN KODAK COMPANY (XNYS:KODK),"Computers, Phones & Household Electronics",4.65,4.88,505735,7/10/2022 23:35
Coca-Cola Femsa SAB de CV (XNYS:KOF),Beverages,59.92,60.69,184530,7/10/2022 23:00
Koppers Holdings Inc. (XNYS:KOP),Chemicals,21.67,22.14,109882,7/10/2022 23:00
KOPIN CORPORATION (XNAS:KOPN),Semiconductors & Semiconductor Equipment,1.05,1.14,350319,7/10/2022 22:49
"KORE Group Holdings, Inc. (XNYS:KORE)","Computers, Phones & Household Electronics",2.08,2.22,76787,7/10/2022 23:00
KOSMOS ENERGY LTD. (XNYS:KOS),Oil & Gas,6.13,6.31,7466029,7/10/2022 23:54
KOSS CORPORATION (XNAS:KOSS),"Computers, Phones & Household Electronics",6.4,6.62,36507,7/10/2022 21:59
"KATAPULT HOLDINGS, INC. (XNAS:KPLT)",Software & IT Services,0.87,0.92,386779,7/10/2022 20:10
"KIORA PHARMACEUTICALS, INC. (XNAS:KPRX)",Pharmaceuticals,7.76,8.28,465120,7/10/2022 23:59
KARYOPHARM THERAPEUTICS INC. (XNAS:KPTI),Biotechnology & Medical Research,5.54,5.75,1807605,7/10/2022 20:41
THE KROGER CO. (XNYS:KR),Food & Drug Retailing,43,43.72,6593574,7/10/2022 23:57
"KIROMIC BIOPHARMA, INC. (XNAS:KRBP)",Biotechnology & Medical Research,0.34,0.39,1510522,7/10/2022 23:10
KILROY REALTY CORPORATION (XNYS:KRC),Residential & Commercial REIT,40.7,41.78,1150464,7/10/2022 23:00
KKR REAL ESTATE FINANCE TRUST INC. (XNYS:KREF),Residential & Commercial REIT,16.75,16.98,745425,7/10/2022 23:50
KITE REALTY GROUP TRUST (XNYS:KRG),Residential & Commercial REIT,17.26,17.78,1430054,7/10/2022 23:00
36Kr Holdings Inc. (XNAS:KRKR),Professional & Commercial Services,0.94,0.98,444958,7/10/2022 20:00
"KORU Medical Systems, Inc. (XNAS:KRMD)",Healthcare Equipment & Supplies,2.29,2.23,31795,7/10/2022 23:32
Kernel Group Holdings Inc (XNAS:KRNL),Holding Companies,9.94,9.94,100751,7/10/2022 20:00
KERNEL GROUP HOLDINGS UNT (XNAS:KRNLU),#FIELD!,9.95,9.94,2200,6/10/2022 19:17
KORNIT DIGITAL LTD (XNAS:KRNT),"Machinery, Equipment & Components",27.3,28.06,525327,7/10/2022 20:00
KEARNY FINANCIAL CORP. (XNAS:KRNY),Banking Services,10.33,10.55,289756,7/10/2022 20:01
"KRONOS WORLDWIDE, INC. (XNYS:KRO)",Chemicals,8.63,8.63,385878,7/10/2022 23:00
Kronos Bio Inc (XNAS:KRON),Biotechnology & Medical Research,2.89,3.2,196391,7/10/2022 20:01
"KEROS THERAPEUTICS, INC. (XNAS:KROS)",Biotechnology & Medical Research,39.87,40.57,196576,7/10/2022 20:01
KIMBELL ROYALTY PARTNERS UNT (XNYS:KRP),#FIELD!,17.98,18.17,268076,7/10/2022 23:00
KARAT PACKAGING INC. (XNAS:KRT),Containers & Packaging,15.79,16.42,23765,7/10/2022 20:01
"KARUNA THERAPEUTICS, INC. (XNAS:KRTX)",Biotechnology & Medical Research,210.23,218.01,439701,7/10/2022 22:09
"KURA SUSHI USA, INC. (XNAS:KRUS)",Hotels & Entertainment Services,73.68,74.55,83078,7/10/2022 20:19
"KRYSTAL BIOTECH, INC. (XNAS:KRYS)",Biotechnology & Medical Research,66.17,69.96,190400,7/10/2022 20:26
"KNIGHTSCOPE, INC. (XNAS:KSCP)","Machinery, Equipment & Components",2.42,2.5,182006,7/10/2022 20:13
KADEM SUSTAINABLE IMPACT CORPORATION (XNAS:KSI),Holding Companies,9.84,9.84,22623,6/10/2022 20:00
KADEM SUSTAINABLE IMPACT UNT (XNAS:KSICU),#FIELD!,9.88,9.83,1184,6/10/2022 19:04
DWS Strategic Muni Inc (XNYS:KSM),#FIELD!,8.09,8.13,29282,7/10/2022 23:00
KASPIEN HOLDINGS INC. (XNAS:KSPN),Software & IT Services,1.39,1.51,609545,7/10/2022 23:59
KOHL'S CORPORATION (XNYS:KSS),Diversified Retail,27.03,27.35,4816850,7/10/2022 23:50
KT CORPORATION (XNYS:KT),Telecommunications Services,12.18,12.35,1096856,7/10/2022 23:41
"Kontoor Brands, Inc. (XNYS:KTB)",Textiles & Apparel,32.4,35.48,464513,7/10/2022 23:00
KEY TRONIC CORPORATION (XNAS:KTCC),"Computers, Phones & Household Electronics",4.19,4.2,8934,7/10/2022 20:00
Structured Products Corp Corts Tr for Peco Energy Cap Tr III (XNYS:KTH),#FIELD!,29.86,30.06,951,5/10/2022 23:00
Credit Enhanced Corts Trust For Aon Capital A (XNYS:KTN),#FIELD!,27.55,27.89,1808,7/10/2022 23:00
"KRATOS DEFENSE & SECURITY SOLUTIONS, INC. (XNAS:KTOS)",Aerospace & Defense,9.98,10.18,848512,7/10/2022 23:30
"KINTARA THERAPEUTICS, INC. (XNAS:KTRA)",Biotechnology & Medical Research,0.11,0.13,1948074,7/10/2022 23:55
PASITHEA THERAPEUTICS CORP. (XNAS:KTTA),Biotechnology & Medical Research,1.23,1.26,163859,7/10/2022 21:48
Kuke Music Holding Ltd (XNYS:KUKE),Media & Publishing,0.56,0.54,579638,7/10/2022 23:14
"KULR TECHNOLOGY GROUP, INC. (XNYS:KULR)","Machinery, Equipment & Components",1.24,1.34,236172,7/10/2022 23:40
"KURA ONCOLOGY, INC. (XNAS:KURA)",Biotechnology & Medical Research,14.54,14.72,980082,7/10/2022 21:34
"KVH INDUSTRIES, INC. (XNAS:KVHI)",Communications & Networking,8.81,8.97,46438,7/10/2022 20:00
KHOSLA VENTURES ACQUISITION CO. (XNAS:KVSA),Holding Companies,9.84,9.84,92298,7/10/2022 19:59
Khosla Ventures Acquisition Co III (XNAS:KVSC),Holding Companies,9.85,9.85,219722,7/10/2022 20:00
"KENNEDY-WILSON HOLDINGS, INC. (XNYS:KW)",Real Estate Operations,14.62,15.32,649313,7/10/2022 23:00
QUAKER CHEMICAL CORPORATION (XNYS:KWR),Chemicals,138.5,145.98,63932,7/10/2022 23:00
KAIXIN AUTO HOLDINGS (XNAS:KXIN),Specialty Retailers,0.7,0.73,350103,7/10/2022 23:04
Keyarch Acquisition Corporation (XNAS:KYCH),Holding Companies,9.99,9.97,50408,7/10/2022 20:00
"KYMERA THERAPEUTICS, INC. (XNAS:KYMR)",Biotechnology & Medical Research,20.31,21.31,592409,7/10/2022 20:02
Kayne Anderson Enrgy Inf (XNYS:KYN),#FIELD!,8.42,8.54,570245,7/10/2022 23:00
KAZIA THERAPEUTICS LIMITED (XNAS:KZIA),Biotechnology & Medical Research,1.08,1.07,61110,7/10/2022 20:00
"KEZAR LIFE SCIENCES, INC. (XNAS:KZR)",Biotechnology & Medical Research,7.67,7.77,1163899,7/10/2022 22:44
LOEWS CORPORATION (XNYS:L),Insurance,51.35,52.15,1037390,7/10/2022 23:00
LAKESHORE ACQUISITION I CORP. (XNAS:LAAA),Holding Companies,10.09,10.07,11921,7/10/2022 20:00
LAKESHORE ACQUISITION I UNT (XNAS:LAAAU),#FIELD!,10.11,10.18,72,3/10/2022 20:00
STANDARD BIOTOOLS INC. (XNAS:LAB),Healthcare Equipment & Supplies,1.17,1.26,383531,7/10/2022 20:00
Landos Biopharma Inc (XNAS:LABP),Biotechnology & Medical Research,0.65,0.7,114598,7/10/2022 20:00
Lithium Americas Corp. (XNYS:LAC),Metals & Mining,23.67,27.15,2268592,7/10/2022 23:59
"LITHIA MOTORS, INC. (XNYS:LAD)",Specialty Retailers,205.33,211.35,421826,7/10/2022 23:00
LADDER CAPITAL CORP (XNYS:LADR),Residential & Commercial REIT,9.23,9.29,859833,7/10/2022 23:00
"LAKELAND INDUSTRIES, INC. (XNAS:LAKE)",Textiles & Apparel,11.81,11.94,71466,7/10/2022 20:00
LAMAR ADVERTISING COMPANY (XNAS:LAMR),Residential & Commercial REIT,85.1,87.1,586717,7/10/2022 23:26
LANCASTER COLONY CORPORATION (XNAS:LANC),Food & Tobacco,157.51,157.48,153713,7/10/2022 20:49
GLADSTONE LAND CORPORATION (XNAS:LAND),Residential & Commercial REIT,18.13,17.91,277024,7/10/2022 22:09
GLADSTONE LAND CORPORATION (XNAS:LANDM),Residential & Commercial REIT,24.02,24.21,5476,7/10/2022 20:00
GLADSTONE LAND CORPORATION (XNAS:LANDO),Residential & Commercial REIT,25.51,25.26,17622,7/10/2022 20:00
"LANDMARK BANCORP, INC. (XNAS:LARK)",Banking Services,25.53,25.94,3266,7/10/2022 20:00
LASER PHOTONICS CORPORATION (XNAS:LASE),"Machinery, Equipment & Components",2.26,2.36,,7/10/2022 23:59
"NLIGHT, INC. (XNAS:LASR)",Semiconductors & Semiconductor Equipment,9.49,10.23,268922,7/10/2022 20:38
LatAmGrowth SPAC (XNAS:LATG),Holding Companies,10.1,10.07,16969,7/10/2022 20:00
"LAUREATE EDUCATION, INC. (XNAS:LAUR)",Miscellaneous Educational Service Providers,10.6,11.35,1057350,7/10/2022 20:07
CS Disco Inc (XNYS:LAW),Software & IT Services,10.05,11.1,414439,7/10/2022 23:00
8i Acquisition 2 Corp. (XNAS:LAX),Holding Companies,10.01,10.04,9911,6/10/2022 20:00
8I ACQUISITION 2 UNT (XNAS:LAXXU),#FIELD!,11.02,10.65,1,3/10/2022 20:00
LAZARD GROWTH ACQUISITION CORP. I (XNAS:LGAC),Holding Companies,9.93,9.94,376053,7/10/2022 20:00
"LUMINAR TECHNOLOGIES, INC. (XNAS:LAZR)",Automobiles & Auto Parts,7.33,8.27,6805542,7/10/2022 23:59
"LAZYDAYS HOLDINGS, INC. (XNAS:LAZY)",Leisure Products,12.75,12.9,77646,7/10/2022 20:00
"LAKELAND BANCORP, INC. (XNAS:LBAI)",Banking Services,15.93,16.46,625149,7/10/2022 20:01
Lakeshore Acquisition II Corp (XNAS:LBBB),Holding Companies,10.05,10.04,54947,7/10/2022 20:00
LAKESHORE ACQUISITION II UNT (XNAS:LBBBU),#FIELD!,10.25,10.2,1214,7/10/2022 20:00
LUTHER BURBANK CORPORATION (XNAS:LBC),Banking Services,11.66,11.92,24068,7/10/2022 20:01
Longboard Pharmaceuticals Inc (XNAS:LBPH),Biotechnology & Medical Research,3.62,3.8,21910,7/10/2022 20:00
LIBERTY BROADBAND CORPORATION (XNAS:LBRDA),Media & Publishing,77.25,79.64,360772,7/10/2022 20:06
LIBERTY BROADBAND CORPORATION (XNAS:LBRDK),Media & Publishing,75.88,78.42,1279370,7/10/2022 20:18
LIBERTY BROADBAND CORPORATION (XNAS:LBRDP),Media & Publishing,23.98,24.12,9148,7/10/2022 20:00
LIBERTY ENERGY INC. (XNYS:LBRT),Oil & Gas Related Equipment and Services,15.13,14.95,2333599,7/10/2022 23:59
LIBERTY GLOBAL PLC (XNAS:LBTYA),Telecommunications Services,16,16.36,2250587,7/10/2022 20:51
LIBERTY GLOBAL PLC (XNAS:LBTYB),Telecommunications Services,17,17,456,7/10/2022 20:00
LIBERTY GLOBAL PLC (XNAS:LBTYK),Telecommunications Services,16.91,17.3,2755023,7/10/2022 21:31
LENDINGCLUB CORPORATION (XNYS:LC),Banking Services,11.36,12.11,1479968,7/10/2022 23:00
"LANDCADIA HOLDINGS IV, INC. (XNAS:LCA)",Holding Companies,9.86,9.85,175513,7/10/2022 20:00
L Catterton Asia Acquisition Corp (XNAS:LCAA),Holding Companies,9.93,9.92,55888,7/10/2022 20:00
L CATTERTON ASIA ACQUISITION UNT (XNAS:LCAAU),#FIELD!,9.9,9.9,1276,4/10/2022 14:32
LANDCADIA HOLDINGS IV UNT (XNAS:LCAHU),#FIELD!,9.86,9.86,2526,3/10/2022 20:00
Locafy Ltd (XNAS:LCFY),Software & IT Services,0.5,0.56,548199,7/10/2022 23:53
"LANNETT COMPANY, INC. (XNYS:LCI)",Pharmaceuticals,0.47,0.48,164354,7/10/2022 23:00
"Lucid Group, Inc (XNAS:LCID)",Automobiles & Auto Parts,13.17,14.41,18260247,7/10/2022 23:59
LCI INDUSTRIES (XNYS:LCII),Automobiles & Auto Parts,95.02,96.63,165085,7/10/2022 23:00
LCNB CORP. (XNAS:LCNB),Banking Services,16.02,16.6,14594,7/10/2022 20:00
"LINEAGE CELL THERAPEUTICS, INC. (XNYS:LCTX)",Biotechnology & Medical Research,1.2,1.24,259856,8/10/2022 0:00
"LIFETIME BRANDS, INC. (XNAS:LCUT)",Household Goods,6.85,7,21115,7/10/2022 20:01
LDH GROWTH CORP I (XNAS:LDHA),Holding Companies,9.92,9.91,75756,7/10/2022 20:00
LDH GROWTH I UNT (XNAS:LDHAU),#FIELD!,9.91,9.9,1207,6/10/2022 15:54
"LOANDEPOT, INC. (XNYS:LDI)",Banking Services,1.28,1.33,631319,7/10/2022 23:48
"LEIDOS HOLDINGS, INC. (XNYS:LDOS)",Software & IT Services,91.45,91.63,752157,7/10/2022 23:00
Cohen & Steers LDP & Inc (XNYS:LDP),#FIELD!,18.07,18.68,75920,7/10/2022 23:00
"LANDS' END, INC. (XNAS:LE)",Specialty Retailers,8.68,8.75,247188,7/10/2022 23:16
LEAR CORPORATION (XNYS:LEA),Automobiles & Auto Parts,124.67,129.34,654695,7/10/2022 23:00
"LINCOLN ELECTRIC HOLDINGS, INC. (XNAS:LECO)","Machinery, Equipment & Components",124.04,127.21,278161,7/10/2022 20:10
SEMILEDS CORPORATION (XNAS:LEDS),Semiconductors & Semiconductor Equipment,2.61,2.5,24647,7/10/2022 20:35
"LEE ENTERPRISES, INCORPORATED (XNAS:LEE)",Media & Publishing,19.07,18.9,15901,7/10/2022 20:00
"LEGGETT & PLATT, INCORPORATED (XNYS:LEG)",Household Goods,34.27,34.97,799818,7/10/2022 23:06
Lead Edge Growth Opportunities Ltd (XNAS:LEGA),Holding Companies,9.93,9.91,32182,7/10/2022 20:00
LEAD EDGE GROWTH OPPORTUNITIES UNT (XNAS:LEGAU),#FIELD!,9.91,9.9,5218,6/10/2022 15:54
LEGACY HOUSING CORPORATION (XNAS:LEGH),Homebuilding & Construction Supplies,16.7,17.28,58745,7/10/2022 20:01
Legend Biotech Corporation (XNAS:LEGN),Biotechnology & Medical Research,40.08,40.91,727468,7/10/2022 22:52
LEJU HOLDINGS LIMITED (XNYS:LEJU),Real Estate Operations,1.57,1.69,3963,7/10/2022 23:00
LENNAR CORPORATION (XNYS:LEN),Homebuilding & Construction Supplies,78.11,80.16,2711321,7/10/2022 23:00
BNY Mellon Strat Muni (XNYS:LEO),#FIELD!,6.1,6.14,151581,7/10/2022 23:00
"LESLIE'S, INC. (XNAS:LESL)",Specialty Retailers,14.62,15.05,4094131,7/10/2022 20:37
CENTRUS ENERGY CORP. (XNYS:LEU),Uranium,39.14,40.5,249326,8/10/2022 0:00
THE LION ELECTRIC COMPANY (XNYS:LEV),Automobiles & Auto Parts,2.66,2.84,1401026,7/10/2022 23:57
LEVI STRAUSS & CO. (XNYS:LEVI),Textiles & Apparel,14.07,15.93,2556854,7/10/2022 23:55
LEXARIA BIOSCIENCE CORP. (XNAS:LEXX),Pharmaceuticals,2.2,2.47,28883,7/10/2022 20:00
LF Capital Acquisition Corp II (XNAS:LFAC),Holding Companies,10.07,10.08,46371,7/10/2022 20:00
ARCHAEA ENERGY INC. (XNYS:LFG),Electrical Utilities & IPPs,17.77,19.08,966193,7/10/2022 23:44
"LEAFLY HOLDINGS, INC. (XNAS:LFLY)",Software & IT Services,0.72,0.81,721197,7/10/2022 23:58
"LIFEMD, INC. (XNAS:LFMD)",Diversified Retail,2.13,2.27,92203,7/10/2022 20:00
"LIFEMD, INC. (XNAS:LFMDP)",Diversified Retail,13.99,13.89,3113,7/10/2022 20:00
Lifestance Health Group Inc (XNAS:LFST),Healthcare Providers & Services,7.51,7.45,1020325,7/10/2022 21:36
"LUMENT FINANCE TRUST, INC. (XNYS:LFT)",Residential & Commercial REIT,2.07,2.12,63655,7/10/2022 23:50
Lefteris Acquisition Corp (XNAS:LFTR),Holding Companies,10.02,10.01,57751,7/10/2022 20:00
LEFTERIS ACQUISITION UNT (XNAS:LFTRU),#FIELD!,10.01,10.01,1791,6/10/2022 20:00
"LITTELFUSE, INC. (XNAS:LFUS)","Machinery, Equipment & Components",204.11,213.52,124088,7/10/2022 23:04
LIFEVANTAGE CORPORATION (XNAS:LFVN),Pharmaceuticals,3.83,3.85,35360,7/10/2022 20:00
LAZARD GROWTH ACQUISITION CORP. I (XNAS:LGAC),Holding Companies,9.93,9.94,376053,7/10/2022 20:00
LAZARD GROWTH ACQUISITION I UNT (XNAS:LGACU),#FIELD!,9.93,9.94,14527,6/10/2022 19:17
LION GROUP HOLDING LTD. (XNAS:LGHL),Investment Banking & Investment Services,1.01,1.01,1628123,7/10/2022 23:27
Lazard Gl Tot Ret & Inc (XNYS:LGI),#FIELD!,13.86,14.21,36804,7/10/2022 23:00
"LGI HOMES, INC. (XNAS:LGIH)",Homebuilding & Construction Supplies,87.35,88.3,220617,7/10/2022 20:10
"THE LGL GROUP, INC. (XNYS:LGL)","Machinery, Equipment & Components",5.4,12.2,14864,8/10/2022 0:00
"LogicMark, Inc. (XNAS:LGMK)",Healthcare Equipment & Supplies,0.83,0.91,47137,7/10/2022 21:05
LIGAND PHARMACEUTICALS INCORPORATED (XNAS:LGND),Biotechnology & Medical Research,94.12,96.74,151474,7/10/2022 20:10
Largo Inc. (XNAS:LGO),Uranium,5.62,5.8,54854,7/10/2022 20:00
SEMPER PARATUS ACQUISITION CORPORATION (XNAS:LGST),Holding Companies,10.15,10.15,77912,7/10/2022 20:00
Legato Merger Corp II (XNAS:LGTO),Holding Companies,9.93,9.94,6996,7/10/2022 20:00
LONGVIEW ACQUISITION CORP. II (XNYS:LGV),Holding Companies,9.86,9.84,213969,7/10/2022 23:00
LAMF Global Ventures Corp I (XNAS:LGVC),Holding Companies,10.1,10.09,49488,6/10/2022 20:00
LAMF GLOBAL VENTURES I UNT (XNAS:LGVCU),#FIELD!,10.24,10.15,4615,7/10/2022 20:00
Longeveron Inc. (XNAS:LGVN),Biotechnology & Medical Research,3.5,3.97,379059,7/10/2022 23:50
LABORATORY CORPORATION OF AMERICA HOLDINGS (XNYS:LH),Healthcare Providers & Services,205.61,210.27,595833,7/10/2022 23:34
LERER HIPPEAU ACQUISITION CORP. (XNAS:LHAA),Holding Companies,9.85,9.86,27014,7/10/2022 20:00
"LHC GROUP, INC. (XNAS:LHCG)",Healthcare Providers & Services,164.94,164.85,281037,7/10/2022 20:49
"LHC GROUP, INC. (XNAS:LHCG)",Healthcare Providers & Services,164.94,164.85,281037,7/10/2022 20:49
"LUCIRA HEALTH, INC. (XNAS:LHDX)",Healthcare Equipment & Supplies,1.09,1.2,42342,7/10/2022 20:00
"L3HARRIS TECHNOLOGIES, INC. (XNYS:LHX)",Aerospace & Defense,224.32,220.5,956423,7/10/2022 23:48
Li Auto Inc. (XNAS:LI),Automobiles & Auto Parts,19.57,20.95,9958032,7/10/2022 23:59
LianBio (XNAS:LIAN),Biotechnology & Medical Research,1.94,2.11,136997,7/10/2022 20:00
Liberty Resources Acquisition Corp (XNAS:LIBY),Holding Companies,10.07,10.08,45472,5/10/2022 20:00
Li-Cycle Holdings Corp. (XNYS:LICY),Professional & Commercial Services,5.23,5.62,2175850,7/10/2022 23:59
"AEYE, INC (XNAS:LIDR)",Electronic Equipment & Parts,1.17,1.18,765939,7/10/2022 21:53
"ATYR PHARMA, INC. (XNAS:LIFE)",Biotechnology & Medical Research,2.73,2.78,87143,7/10/2022 23:00
LENNOX INTERNATIONAL INC. (XNYS:LII),"Machinery, Equipment & Components",221.03,230.97,383842,7/10/2022 23:00
LIBERTY LATIN AMERICA LTD. (XNAS:LILA),Telecommunications Services,7.19,7.05,303823,7/10/2022 20:01
LIBERTY LATIN AMERICA LTD. (XNAS:LILAK),Telecommunications Services,7.17,7.07,1602624,7/10/2022 23:57
Lilium NV (XNAS:LILM),Aerospace & Defense,1.97,2.12,1559184,7/10/2022 23:48
LINDE PUBLIC LIMITED COMPANY (XNYS:LIN),Chemicals,273.2,278.82,1980726,7/10/2022 23:00
LINCOLN EDUCATIONAL SERVICES CORPORATION (XNAS:LINC),Professional & Business Education,5.43,5.59,71739,7/10/2022 20:00
"LINDBLAD EXPEDITIONS HOLDINGS, INC. (XNAS:LIND)",Hotels & Entertainment Services,7.17,7.25,323937,7/10/2022 20:01
INTERLINK ELECTRONICS INC. (XNAS:LINK),Semiconductors & Semiconductor Equipment,8.39,8.36,2351,7/10/2022 20:00
Lionheart III Corp (XNAS:LION),Holding Companies,10.09,10.1,19944,7/10/2022 19:29
LIONHEART III UNT (XNAS:LIONU),#FIELD!,10.1,10.1,594,4/10/2022 13:51
"LIQTECH INTERNATIONAL, INC. (XNAS:LIQT)",Professional & Commercial Services,0.4,0.41,242177,7/10/2022 23:55
"LIGHTINTHEBOX HOLDING CO., LTD. (XNYS:LITB)",Diversified Retail,1.01,0.99,204813,7/10/2022 23:00
Lumentum Holdings Inc. (XNAS:LITE),Communications & Networking,72.7,73.97,781478,7/10/2022 20:51
Snow Lake Resources Ltd. (XNAS:LITM),Metals & Mining,2.72,2.76,4424391,7/10/2022 23:58
Logistics Innovation Technologies Corp (XNAS:LITT),Holding Companies,9.78,9.79,209180,7/10/2022 20:00
LOGISTICS INNOVATION TECH UNT (XNAS:LITTU),#FIELD!,9.8,9.79,17400,6/10/2022 20:00
LIV Capital Acquisition Corp II (XNAS:LIVB),Holding Companies,10.07,10.04,22422,7/10/2022 19:57
LIVE VENTURES INCORPORATED (XNAS:LIVE),Holding Companies,24.99,24.6,8214,7/10/2022 20:00
LIVANOVA PLC (XNAS:LIVN),Healthcare Equipment & Supplies,48.5,50.5,397097,7/10/2022 20:01
"LIXTE BIOTECHNOLOGY HOLDINGS, INC. (XNAS:LIXT)",Biotechnology & Medical Research,0.57,0.6,45115,7/10/2022 22:20
LIZHI INC. (XNAS:LIZI),Software & IT Services,0.56,0.64,123675,7/10/2022 23:21
LIGHTJUMP ACQUISITION CORPORATION (XNAS:LJAQ),Holding Companies,10.08,10.07,17455,6/10/2022 20:00
LIGHTJUMP ACQUISITION UNT (XNAS:LJAQU),#FIELD!,10.08,10.09,991,3/10/2022 14:03
Luokung Technology Corp. (XNAS:LKCO),Software & IT Services,0.17,0.18,921690,7/10/2022 23:55
LAKELAND FINANCIAL CORPORATION (XNAS:LKFN),Banking Services,72.76,74.11,111543,7/10/2022 20:10
LKQ CORPORATION (XNAS:LKQ),Automobiles & Auto Parts,49.35,49.98,1588716,7/10/2022 22:10
"LL FLOORING HOLDINGS, INC. (XNYS:LL)",Specialty Retailers,7.53,7.54,386057,7/10/2022 23:00
TERRAN ORBITAL CORPORATION (XNYS:LLAP),Aerospace & Defense,1.95,1.93,624659,7/10/2022 23:00
JX Luxventure Limited (XNAS:LLL),Textiles & Apparel,0.84,0.88,284173,7/10/2022 23:06
ELI LILLY AND COMPANY (XNYS:LLY),Pharmaceuticals,326.66,332.95,3257290,7/10/2022 23:59
LIBERTY MEDIA ACQUISITION CORPORATION (XNAS:LMACA),Holding Companies,9.95,9.95,669389,7/10/2022 20:01
LIBERTY MEDIA ACQUISITION UNT (XNAS:LMACU),#FIELD!,9.95,9.96,77561,7/10/2022 20:00
"LMF ACQUISITION OPPORTUNITIES, INC. (XNAS:LMAO)",Holding Companies,10.31,10.29,19630,7/10/2022 20:00
LMF ACQUISITION OPPORTUNITIES UNT (XNAS:LMAOU),#FIELD!,10.37,10.42,324,5/10/2022 20:00
"LEMAITRE VASCULAR, INC. (XNAS:LMAT)",Healthcare Equipment & Supplies,48.57,50.1,85956,7/10/2022 20:00
"LIMBACH HOLDINGS, INC. (XNAS:LMB)",Construction & Engineering,7.69,8.05,22653,7/10/2022 20:22
LUMIRADX LIMITED (XNAS:LMDX),Healthcare Equipment & Supplies,0.97,1.03,338775,7/10/2022 22:31
"LM FUNDING AMERICA, INC. (XNAS:LMFA)",Banking Services,0.94,0.93,56300,7/10/2022 22:06
"LEMONADE, INC. (XNYS:LMND)",Insurance,21.77,22.82,950450,7/10/2022 23:59
Liminal BioSciences Inc. (XNAS:LMNL),Biotechnology & Medical Research,0.46,0.46,28817,7/10/2022 23:21
LIMONEIRA COMPANY (XNAS:LMNR),Food & Tobacco,12.57,13.22,47450,7/10/2022 20:00
"LIMESTONE BANCORP, INC. (XNAS:LMST)",Banking Services,19.32,19.79,2138,7/10/2022 20:00
LOCKHEED MARTIN CORPORATION (XNYS:LMT),Aerospace & Defense,403.96,399.61,1224945,7/10/2022 23:58
LINCOLN NATIONAL CORPORATION (XNYS:LNC),Insurance,46.8,47.88,1909750,7/10/2022 23:00
BrasilAgro - Brazilian Agricultural Real Estate Company (XNYS:LND),#FIELD!,5.9,5.88,53348,7/10/2022 23:00
LANDEC CORPORATION (XNAS:LNDC),Food & Tobacco,8.24,8.71,63686,7/10/2022 20:01
"CHENIERE ENERGY, INC. (XNYS:LNG)",Oil & Gas Related Equipment and Services,174,172.51,3299518,7/10/2022 23:59
"LINKBANCORP, Inc. (XNAS:LNKB)",#FIELD!,7.53,7.4,62729,7/10/2022 21:02
LINDSAY CORPORATION (XNYS:LNN),"Machinery, Equipment & Components",151.64,153.53,50859,7/10/2022 23:00
"LENSAR, INC. (XNAS:LNSR)",Healthcare Equipment & Supplies,5.1,5.15,7749,7/10/2022 20:00
ALLIANT ENERGY CORPORATION (XNAS:LNT),Electrical Utilities & IPPs,49.65,51.25,1563527,7/10/2022 20:26
"LANTHEUS HOLDINGS, INC. (XNAS:LNTH)",Healthcare Equipment & Supplies,65.44,74.7,886979,7/10/2022 23:39
"LIGHT & WONDER, INC. (XNAS:LNW)",Hotels & Entertainment Services,47.11,47.44,943504,7/10/2022 20:01
"MANHATTAN BRIDGE CAPITAL, INC. (XNAS:LOAN)",Residential & Commercial REIT,5.6,5.87,27798,7/10/2022 20:00
"LIVE OAK BANCSHARES, INC. (XNAS:LOB)",Banking Services,33.79,34.68,296006,7/10/2022 20:43
LIVE OAK CRESTVIEW CLIMATE ACQUISITION CORP. (XNYS:LOCC),Holding Companies,9.75,9.72,32426,7/10/2022 23:00
LOCAL BOUNTI CORPORATION (XNYS:LOCL),Food & Tobacco,3.07,3,289148,7/10/2022 23:00
"EL POLLO LOCO HOLDINGS, INC (XNAS:LOCO)",Hotels & Entertainment Services,9.01,9.14,181303,7/10/2022 20:01
COMSTOCK INC. (XNYS:LODE),Renewable Energy,0.41,0.43,338372,7/10/2022 23:53
"LOGICBIO THERAPEUTICS, INC. (XNAS:LOGC)",Pharmaceuticals,2.03,2.03,893593,7/10/2022 23:57
Logitech International SA (XNAS:LOGI),"Computers, Phones & Household Electronics",44.02,47.04,675858,7/10/2022 20:47
Live Oak Mobility Acquisition Corp (XNYS:LOKM),Holding Companies,9.85,9.87,13480,7/10/2022 23:00
Loma Negra Compania Industrial Argentina SA (XNYS:LOMA),Construction Materials,6.58,6.74,142293,7/10/2022 23:00
"LOOP INDUSTRIES, INC. (XNAS:LOOP)",Chemicals,3.51,3.72,44131,7/10/2022 20:00
